id_vente,id_temps,id_region,id_client,id_produit,id_canal,chiffre_affaire,quantite_vendue,panier_moyen,nombre_ventes
1,1588,3769,83582,14235,2,0.0199999995529651,1,0.0199999995529651,1
2,1534,4365,22551,14235,1,0.0199999995529651,1,0.0199999995529651,1
3,1798,7969,28215,14235,5,0.0199999995529651,1,0.0199999995529651,1
4,1818,4023,20165,14235,4,0.0199999995529651,1,0.0199999995529651,1
5,1264,2563,71954,14235,4,0.0199999995529651,1,0.0199999995529651,1
6,1719,4719,84693,14235,3,0.0199999995529651,1,0.0199999995529651,1
7,1035,6500,37023,14159,2,0.4900000095367431,1,0.4900000095367431,1
8,1184,2075,63821,14159,9,0.4900000095367431,1,0.4900000095367431,1
9,1763,7469,15553,14159,2,0.4900000095367431,1,0.4900000095367431,1
10,1834,652,38312,14159,10,0.4900000095367431,1,0.4900000095367431,1
11,1549,4943,72876,14202,7,1.5,1,1.5,1
12,545,1180,91839,28700,1,1.5,1,1.5,1
13,1519,7453,30232,28700,1,1.5,1,1.5,1
14,1372,7543,53552,14202,2,1.5,1,1.5,1
15,1400,7851,64053,28700,4,1.5,1,1.5,1
16,1833,5194,1760,28700,4,1.5,1,1.5,1
17,564,1749,41873,14202,9,1.5,1,1.5,1
18,1476,5985,44189,14202,10,1.5,1,1.5,1
19,1747,7213,78482,28700,1,1.5,1,1.5,1
20,785,6445,15959,28700,9,1.5,1,1.5,1
21,1681,3841,69897,14202,4,1.5,1,1.5,1
22,1806,1180,68055,13629,9,1.5099999904632568,1,1.5099999904632568,1
23,1575,4520,89682,13629,7,1.5099999904632568,1,1.5099999904632568,1
24,1838,1092,6882,13629,4,1.5099999904632568,1,1.5099999904632568,1
25,1796,5985,16244,13629,8,1.5099999904632568,1,1.5099999904632568,1
26,1194,1098,38681,13629,10,1.5099999904632568,1,1.5099999904632568,1
27,1637,6883,78066,14298,5,1.7200000286102295,1,1.7200000286102295,1
28,1362,1213,85940,14298,1,1.7200000286102295,1,1.7200000286102295,1
29,1595,7979,27223,14298,3,1.7200000286102295,1,1.7200000286102295,1
30,1518,1026,44832,14298,7,1.7200000286102295,1,1.7200000286102295,1
31,1417,3820,99579,12536,6,1.75,1,1.75,1
32,1788,6541,19697,12536,5,1.75,1,1.75,1
33,1840,6490,62002,12536,3,1.75,1,1.75,1
34,1769,1180,64513,12536,4,1.75,1,1.75,1
35,1052,3728,91424,12536,6,1.75,1,1.75,1
36,725,1133,17324,13659,2,1.820000052452088,1,1.820000052452088,1
37,1565,8903,57732,13659,2,1.820000052452088,1,1.820000052452088,1
38,1738,7614,67100,15332,7,1.820000052452088,1,1.820000052452088,1
39,1636,2078,78491,15332,2,1.820000052452088,1,1.820000052452088,1
40,1772,651,80219,13659,6,1.820000052452088,1,1.820000052452088,1
41,1781,952,57930,15332,6,1.820000052452088,1,1.820000052452088,1
42,902,1180,64267,15332,10,1.820000052452088,1,1.820000052452088,1
43,1412,6623,83953,15332,5,1.820000052452088,1,1.820000052452088,1
44,1742,2057,44961,13659,1,1.820000052452088,1,1.820000052452088,1
45,1841,7481,56552,15332,8,1.820000052452088,1,1.820000052452088,1
46,1839,3990,582,9204,9,1.950000047683716,1,1.950000047683716,1
47,87,6500,33685,9204,2,1.950000047683716,1,1.950000047683716,1
48,1809,7863,62477,9043,7,1.950000047683716,1,1.950000047683716,1
49,1787,7169,78211,9043,2,1.950000047683716,1,1.950000047683716,1
50,1775,3721,88725,3049,9,1.950000047683716,1,1.950000047683716,1
51,1321,2837,46323,9204,5,1.950000047683716,1,1.950000047683716,1
52,1274,8093,58346,9204,10,1.950000047683716,1,1.950000047683716,1
53,1842,6858,89650,3049,6,1.950000047683716,1,1.950000047683716,1
54,1478,639,99896,9204,10,1.950000047683716,1,1.950000047683716,1
55,1783,3085,33010,3049,4,1.950000047683716,1,1.950000047683716,1
56,1509,4541,69166,9043,2,1.950000047683716,1,1.950000047683716,1
57,1677,300,78667,9204,1,1.950000047683716,1,1.950000047683716,1
58,1535,8949,99514,9043,4,1.950000047683716,1,1.950000047683716,1
59,1525,80,51156,3049,5,1.950000047683716,1,1.950000047683716,1
60,1343,7327,77336,3049,2,1.950000047683716,1,1.950000047683716,1
61,1571,8830,91647,3049,4,1.950000047683716,1,1.950000047683716,1
62,1115,7447,94475,9043,2,1.950000047683716,1,1.950000047683716,1
63,1833,6966,17673,9204,7,1.950000047683716,1,1.950000047683716,1
64,1761,8178,23308,3049,5,1.950000047683716,1,1.950000047683716,1
65,1237,8901,47169,9043,8,1.950000047683716,1,1.950000047683716,1
66,1259,8768,73474,9204,6,1.950000047683716,1,1.950000047683716,1
67,824,3543,74123,9204,3,1.950000047683716,1,1.950000047683716,1
68,1692,2764,92256,9043,6,1.950000047683716,1,1.950000047683716,1
69,1691,3480,8089,14549,6,1.9800000190734863,1,1.9800000190734863,1
70,755,3962,34236,14549,4,1.9800000190734863,1,1.9800000190734863,1
71,1761,5610,32956,13606,5,2.5,1,2.5,1
72,1452,2892,9056,13606,2,2.5,1,2.5,1
73,1580,1757,63561,13606,10,2.5,1,2.5,1
74,169,2057,36192,13606,3,2.5,1,2.5,1
75,1511,356,46591,13606,9,2.5,1,2.5,1
76,1674,6822,85876,13606,4,2.5,1,2.5,1
77,1734,1311,58613,13606,3,2.5,1,2.5,1
78,1095,3560,95400,28913,8,2.5899999141693115,1,2.5899999141693115,1
79,1709,3408,57497,28913,7,2.5899999141693115,1,2.5899999141693115,1
80,1678,5988,77439,28913,5,2.5899999141693115,1,2.5899999141693115,1
81,1095,3440,18628,28913,9,2.5899999141693115,1,2.5899999141693115,1
82,1797,7119,51374,28913,4,2.5899999141693115,1,2.5899999141693115,1
83,1754,5005,55835,28913,6,2.5899999141693115,1,2.5899999141693115,1
84,1521,461,64487,28913,1,2.5899999141693115,1,2.5899999141693115,1
85,1095,6585,21688,13690,4,2.6700000762939453,1,2.6700000762939453,1
86,1301,4327,56630,15395,1,2.6700000762939453,1,2.6700000762939453,1
87,1830,3262,75576,13690,6,2.6700000762939453,1,2.6700000762939453,1
88,457,8889,75590,15395,7,2.6700000762939453,1,2.6700000762939453,1
89,1699,3430,23690,13690,5,2.6700000762939453,1,2.6700000762939453,1
90,1765,264,40487,13690,2,2.6700000762939453,1,2.6700000762939453,1
91,1673,5009,97546,13690,4,2.6700000762939453,1,2.6700000762939453,1
92,772,2058,99135,15395,10,2.6700000762939453,1,2.6700000762939453,1
93,655,3151,7978,13690,6,2.6700000762939453,1,2.6700000762939453,1
94,1522,8237,58189,15395,4,2.6700000762939453,1,2.6700000762939453,1
95,1600,3747,60867,15395,8,2.6700000762939453,1,2.6700000762939453,1
96,1659,8440,92622,28774,7,2.7799999713897705,1,2.7799999713897705,1
97,1806,1062,99237,28774,8,2.7799999713897705,1,2.7799999713897705,1
98,1545,3961,48728,28774,3,2.7799999713897705,1,2.7799999713897705,1
99,1632,7579,85923,28774,5,2.7799999713897705,1,2.7799999713897705,1
100,1250,3741,24084,28774,3,2.7799999713897705,1,2.7799999713897705,1
101,785,356,69437,28774,4,2.7799999713897705,1,2.7799999713897705,1
102,1430,7100,94472,28689,9,2.799999952316284,1,2.799999952316284,1
103,1323,7790,5731,9220,9,2.950000047683716,1,2.950000047683716,1
104,1527,3798,7313,28921,5,2.950000047683716,1,2.950000047683716,1
105,827,58,29317,29008,10,2.950000047683716,1,2.950000047683716,1
106,1568,5622,44560,15349,7,2.950000047683716,1,2.950000047683716,1
107,1157,4231,50982,28862,10,2.950000047683716,1,2.950000047683716,1
108,1153,5512,55473,28862,7,2.950000047683716,1,2.950000047683716,1
109,1070,4321,64300,29008,6,2.950000047683716,1,2.950000047683716,1
110,1778,5680,76470,9220,4,2.950000047683716,1,2.950000047683716,1
111,1406,7450,93768,28921,3,2.950000047683716,1,2.950000047683716,1
112,1755,7793,96340,13662,9,2.950000047683716,1,2.950000047683716,1
113,1827,4400,18402,28548,8,2.950000047683716,1,2.950000047683716,1
114,1559,1862,18500,28921,2,2.950000047683716,1,2.950000047683716,1
115,1628,945,20540,9220,1,2.950000047683716,1,2.950000047683716,1
116,1350,5319,23623,28862,2,2.950000047683716,1,2.950000047683716,1
117,1840,5382,25140,13662,3,2.950000047683716,1,2.950000047683716,1
118,1359,7597,31538,29008,3,2.950000047683716,1,2.950000047683716,1
119,1778,2152,31779,15349,7,2.950000047683716,1,2.950000047683716,1
120,132,6838,37165,29064,10,2.950000047683716,1,2.950000047683716,1
121,1532,4979,44490,29064,2,2.950000047683716,1,2.950000047683716,1
122,1753,255,50178,28548,7,2.950000047683716,1,2.950000047683716,1
123,801,6569,52161,13662,7,2.950000047683716,1,2.950000047683716,1
124,1186,6706,53946,28589,10,2.950000047683716,1,2.950000047683716,1
125,971,7200,60530,28589,8,2.950000047683716,1,2.950000047683716,1
126,1825,8094,67275,28921,9,2.950000047683716,1,2.950000047683716,1
127,1695,8331,68882,28921,5,2.950000047683716,1,2.950000047683716,1
128,1334,439,73583,28862,9,2.950000047683716,1,2.950000047683716,1
129,1202,8187,88819,13662,1,2.950000047683716,1,2.950000047683716,1
130,1730,6057,98256,28921,2,2.950000047683716,1,2.950000047683716,1
131,1235,4956,98872,28589,9,2.950000047683716,1,2.950000047683716,1
132,1366,2180,99073,9220,5,2.950000047683716,1,2.950000047683716,1
133,1770,8907,1012,14170,6,2.950000047683716,1,2.950000047683716,1
134,1640,3400,15358,29008,2,2.950000047683716,1,2.950000047683716,1
135,1459,3893,15946,28589,5,2.950000047683716,1,2.950000047683716,1
136,1518,2527,21276,29064,7,2.950000047683716,1,2.950000047683716,1
137,1075,349,23718,9220,3,2.950000047683716,1,2.950000047683716,1
138,1169,1715,26027,29008,8,2.950000047683716,1,2.950000047683716,1
139,1413,5712,31740,15349,1,2.950000047683716,1,2.950000047683716,1
140,1809,2097,39926,15349,5,2.950000047683716,1,2.950000047683716,1
141,866,8397,41336,28548,9,2.950000047683716,1,2.950000047683716,1
142,1626,3839,57772,28862,3,2.950000047683716,1,2.950000047683716,1
143,1619,7447,58249,15349,9,2.950000047683716,1,2.950000047683716,1
144,1765,8229,58846,15349,2,2.950000047683716,1,2.950000047683716,1
145,1497,460,74915,9220,5,2.950000047683716,1,2.950000047683716,1
146,1609,801,85878,29008,9,2.950000047683716,1,2.950000047683716,1
147,1588,3599,94304,28589,10,2.950000047683716,1,2.950000047683716,1
148,1705,8901,94581,28548,4,2.950000047683716,1,2.950000047683716,1
149,1836,4995,95720,15744,3,2.950000047683716,1,2.950000047683716,1
150,1442,3819,15906,28589,6,2.950000047683716,1,2.950000047683716,1
151,1552,4204,56173,28589,3,2.950000047683716,1,2.950000047683716,1
152,446,7275,58360,28862,9,2.950000047683716,1,2.950000047683716,1
153,1813,8457,99360,14170,9,2.950000047683716,1,2.950000047683716,1
154,1773,4337,12914,13662,1,2.950000047683716,1,2.950000047683716,1
155,1524,7948,13844,15744,10,2.950000047683716,1,2.950000047683716,1
156,1109,6028,19555,9220,6,2.950000047683716,1,2.950000047683716,1
157,735,7873,28863,9220,8,2.950000047683716,1,2.950000047683716,1
158,1743,3554,35103,28862,1,2.950000047683716,1,2.950000047683716,1
159,1518,3923,39031,28548,2,2.950000047683716,1,2.950000047683716,1
160,1837,2897,41304,28921,6,2.950000047683716,1,2.950000047683716,1
161,1019,7837,50073,13662,5,2.950000047683716,1,2.950000047683716,1
162,1042,4996,52501,28862,4,2.950000047683716,1,2.950000047683716,1
163,1840,5769,53065,28589,1,2.950000047683716,1,2.950000047683716,1
164,699,7521,58309,15744,4,2.950000047683716,1,2.950000047683716,1
165,1490,3299,65613,29064,10,2.950000047683716,1,2.950000047683716,1
166,565,1788,69151,29064,2,2.950000047683716,1,2.950000047683716,1
167,1578,507,75798,29064,2,2.950000047683716,1,2.950000047683716,1
168,1788,2853,80936,29064,8,2.950000047683716,1,2.950000047683716,1
169,943,6153,85483,15349,2,2.950000047683716,1,2.950000047683716,1
170,1843,4319,8551,28551,9,2.990000009536743,1,2.990000009536743,1
171,1796,6398,17560,12354,3,2.990000009536743,1,2.990000009536743,1
172,1637,7497,22008,12265,3,2.990000009536743,1,2.990000009536743,1
173,1589,2074,33089,15531,8,2.990000009536743,1,2.990000009536743,1
174,1823,3022,36839,9621,9,2.990000009536743,1,2.990000009536743,1
175,998,7360,59787,25276,3,2.990000009536743,1,2.990000009536743,1
176,1235,6500,59790,12664,5,2.990000009536743,1,2.990000009536743,1
177,1112,7790,68061,12265,9,2.990000009536743,1,2.990000009536743,1
178,874,8917,92885,12351,10,2.990000009536743,1,2.990000009536743,1
179,844,8905,95558,25276,7,2.990000009536743,1,2.990000009536743,1
180,1332,4364,96257,25276,4,2.990000009536743,1,2.990000009536743,1
181,731,8074,12504,12265,9,2.990000009536743,1,2.990000009536743,1
182,1786,2088,50744,12354,4,2.990000009536743,1,2.990000009536743,1
183,785,6500,60354,12265,5,2.990000009536743,1,2.990000009536743,1
184,565,797,61518,25276,7,2.990000009536743,1,2.990000009536743,1
185,1226,1758,66642,25276,6,2.990000009536743,1,2.990000009536743,1
186,1162,810,79325,28551,8,2.990000009536743,1,2.990000009536743,1
187,1673,5358,83219,25276,9,2.990000009536743,1,2.990000009536743,1
188,1841,6046,84436,12265,8,2.990000009536743,1,2.990000009536743,1
189,1590,781,85089,25276,2,2.990000009536743,1,2.990000009536743,1
190,342,7667,96196,12265,4,2.990000009536743,1,2.990000009536743,1
191,1073,4349,231,25276,4,2.990000009536743,1,2.990000009536743,1
192,1611,1971,595,28551,2,2.990000009536743,1,2.990000009536743,1
193,365,5194,9976,25276,6,2.990000009536743,1,2.990000009536743,1
194,1035,7243,15709,15531,1,2.990000009536743,1,2.990000009536743,1
195,1513,5767,34076,12265,10,2.990000009536743,1,2.990000009536743,1
196,1429,653,40708,9621,9,2.990000009536743,1,2.990000009536743,1
197,520,312,41952,15531,4,2.990000009536743,1,2.990000009536743,1
198,1351,7168,48306,9621,10,2.990000009536743,1,2.990000009536743,1
199,691,7646,71778,12265,4,2.990000009536743,1,2.990000009536743,1
200,1695,1026,76503,15531,1,2.990000009536743,1,2.990000009536743,1
201,378,5739,94538,12351,2,2.990000009536743,1,2.990000009536743,1
202,1702,3434,99989,15531,1,2.990000009536743,1,2.990000009536743,1
203,1775,8902,9952,25276,4,2.990000009536743,1,2.990000009536743,1
204,1753,3445,37561,12265,2,2.990000009536743,1,2.990000009536743,1
205,1076,4006,37575,12354,1,2.990000009536743,1,2.990000009536743,1
206,1743,7825,78966,25276,6,2.990000009536743,1,2.990000009536743,1
207,1402,3425,899,15531,2,2.990000009536743,1,2.990000009536743,1
208,1799,8860,1948,12351,9,2.990000009536743,1,2.990000009536743,1
209,982,3467,3334,12664,4,2.990000009536743,1,2.990000009536743,1
210,291,3286,11517,12664,5,2.990000009536743,1,2.990000009536743,1
211,612,8235,12267,25276,8,2.990000009536743,1,2.990000009536743,1
212,1655,4444,16748,12351,4,2.990000009536743,1,2.990000009536743,1
213,854,540,27735,9621,9,2.990000009536743,1,2.990000009536743,1
214,1623,3020,30825,12354,3,2.990000009536743,1,2.990000009536743,1
215,1808,1795,32827,12351,10,2.990000009536743,1,2.990000009536743,1
216,1573,4926,35041,12664,10,2.990000009536743,1,2.990000009536743,1
217,1802,3751,42557,28551,8,2.990000009536743,1,2.990000009536743,1
218,1556,4242,64809,12354,4,2.990000009536743,1,2.990000009536743,1
219,872,8015,65740,12354,8,2.990000009536743,1,2.990000009536743,1
220,1244,3085,75644,9621,7,2.990000009536743,1,2.990000009536743,1
221,1762,6973,55821,28951,4,3.0,1,3.0,1
222,1799,7447,10189,28951,2,3.0,1,3.0,1
223,1831,2539,33120,28951,2,3.0,1,3.0,1
224,352,7596,70892,28951,7,3.0,1,3.0,1
225,1743,1740,81556,28951,6,3.0,1,3.0,1
226,1297,709,36819,28951,7,3.0,1,3.0,1
227,1571,4543,58737,28951,7,3.0,1,3.0,1
228,1766,7447,83840,28951,8,3.0,1,3.0,1
229,718,3735,29314,28972,1,3.0899999141693115,1,3.0899999141693115,1
230,1284,1178,96529,28972,2,3.0899999141693115,1,3.0899999141693115,1
231,517,9027,12730,28972,1,3.0899999141693115,1,3.0899999141693115,1
232,1338,5003,7375,28972,7,3.0899999141693115,1,3.0899999141693115,1
233,1511,4529,24208,28972,6,3.0899999141693115,1,3.0899999141693115,1
234,1651,7669,69901,28972,2,3.0899999141693115,1,3.0899999141693115,1
235,236,3088,96425,28972,4,3.0899999141693115,1,3.0899999141693115,1
236,863,3722,48737,28972,4,3.0899999141693115,1,3.0899999141693115,1
237,1788,3540,51220,28972,4,3.0899999141693115,1,3.0899999141693115,1
238,1670,4702,51158,628,9,3.1099998950958248,1,3.1099998950958248,1
239,1591,1026,79958,628,8,3.1099998950958248,1,3.1099998950958248,1
240,1211,356,79387,628,3,3.1099998950958248,1,3.1099998950958248,1
241,480,7447,44891,628,7,3.1099998950958248,1,3.1099998950958248,1
242,1674,4095,52270,628,3,3.1099998950958248,1,3.1099998950958248,1
243,1649,177,35877,13607,5,3.1700000762939453,1,3.1700000762939453,1
244,657,2007,70877,15248,8,3.1700000762939453,1,3.1700000762939453,1
245,1475,7242,71926,13607,4,3.1700000762939453,1,3.1700000762939453,1
246,627,4616,58459,15248,2,3.1700000762939453,1,3.1700000762939453,1
247,1274,2349,69216,15248,8,3.1700000762939453,1,3.1700000762939453,1
248,1789,3548,5568,15248,9,3.1700000762939453,1,3.1700000762939453,1
249,800,3747,20959,13607,2,3.1700000762939453,1,3.1700000762939453,1
250,1230,1542,26499,13607,1,3.1700000762939453,1,3.1700000762939453,1
251,1045,835,26789,15248,9,3.1700000762939453,1,3.1700000762939453,1
252,1445,8215,41568,15248,1,3.1700000762939453,1,3.1700000762939453,1
253,699,8257,43572,13607,2,3.1700000762939453,1,3.1700000762939453,1
254,1777,2966,62633,15248,4,3.1700000762939453,1,3.1700000762939453,1
255,745,7497,73520,15248,3,3.1700000762939453,1,3.1700000762939453,1
256,1739,7280,69012,9044,7,3.200000047683716,1,3.200000047683716,1
257,663,7408,13499,9044,8,3.200000047683716,1,3.200000047683716,1
258,1097,3830,4348,9044,8,3.200000047683716,1,3.200000047683716,1
259,1743,2526,18192,9044,4,3.200000047683716,1,3.200000047683716,1
260,1545,819,35938,9044,7,3.200000047683716,1,3.200000047683716,1
261,1530,8919,48905,9044,1,3.200000047683716,1,3.200000047683716,1
262,1449,4434,64217,9044,3,3.200000047683716,1,3.200000047683716,1
263,1624,2620,78415,28557,7,3.25,1,3.25,1
264,1494,4617,34167,28557,1,3.25,1,3.25,1
265,1793,5186,51165,28557,7,3.25,1,3.25,1
266,1336,2074,71283,28557,5,3.25,1,3.25,1
267,784,4373,36239,12659,8,3.2799999713897705,1,3.2799999713897705,1
268,761,7642,49929,12659,5,3.2799999713897705,1,3.2799999713897705,1
269,1048,2058,345,12659,7,3.2799999713897705,1,3.2799999713897705,1
270,1278,5732,64399,12659,9,3.2799999713897705,1,3.2799999713897705,1
271,319,7877,93300,12659,8,3.2799999713897705,1,3.2799999713897705,1
272,1724,3824,12839,29026,3,3.289999961853028,1,3.289999961853028,1
273,462,5382,18892,29025,4,3.289999961853028,1,3.289999961853028,1
274,1761,798,28593,29026,5,3.289999961853028,1,3.289999961853028,1
275,1666,1346,44110,29025,4,3.289999961853028,1,3.289999961853028,1
276,1170,7790,74574,29025,1,3.289999961853028,1,3.289999961853028,1
277,1768,7780,53110,29026,10,3.289999961853028,1,3.289999961853028,1
278,751,4821,55050,29025,9,3.289999961853028,1,3.289999961853028,1
279,1843,4617,34670,29025,1,3.289999961853028,1,3.289999961853028,1
280,1156,3852,5222,29025,6,3.289999961853028,1,3.289999961853028,1
281,1804,9022,34597,29025,1,3.289999961853028,1,3.289999961853028,1
282,616,4609,35589,29025,1,3.289999961853028,1,3.289999961853028,1
283,1010,3586,47626,29026,10,3.289999961853028,1,3.289999961853028,1
284,1347,4617,53704,29026,8,3.289999961853028,1,3.289999961853028,1
285,1372,4376,81953,12580,9,3.369999885559082,1,3.369999885559082,1
286,1734,1170,89968,12580,9,3.369999885559082,1,3.369999885559082,1
287,1153,3085,472,12580,3,3.369999885559082,1,3.369999885559082,1
288,1800,6240,41708,12580,1,3.369999885559082,1,3.369999885559082,1
289,1776,3413,62294,12580,9,3.369999885559082,1,3.369999885559082,1
290,1576,7370,80899,12580,2,3.369999885559082,1,3.369999885559082,1
291,270,1448,87173,12657,3,3.390000104904175,1,3.390000104904175,1
292,612,3772,29438,12657,2,3.390000104904175,1,3.390000104904175,1
293,205,6345,78747,9013,10,3.390000104904175,1,3.390000104904175,1
294,1372,8910,6788,9013,2,3.390000104904175,1,3.390000104904175,1
295,1643,4396,18757,12657,4,3.390000104904175,1,3.390000104904175,1
296,1514,7447,18233,9013,7,3.390000104904175,1,3.390000104904175,1
297,1711,1558,73290,12657,2,3.390000104904175,1,3.390000104904175,1
298,1682,2194,21231,12657,10,3.390000104904175,1,3.390000104904175,1
299,1650,3158,37640,9013,4,3.390000104904175,1,3.390000104904175,1
300,1840,4489,64651,12657,10,3.390000104904175,1,3.390000104904175,1
301,1143,5998,77520,9013,10,3.390000104904175,1,3.390000104904175,1
302,264,6104,98361,12657,1,3.390000104904175,1,3.390000104904175,1
303,1769,677,32758,13943,10,3.400000095367432,1,3.400000095367432,1
304,1821,3830,37376,13943,2,3.400000095367432,1,3.400000095367432,1
305,1648,2598,67186,15834,7,3.400000095367432,1,3.400000095367432,1
306,1515,6859,90295,15834,10,3.400000095367432,1,3.400000095367432,1
307,1567,7585,60106,13943,10,3.400000095367432,1,3.400000095367432,1
308,1731,5593,18050,15834,9,3.400000095367432,1,3.400000095367432,1
309,1303,4718,79885,13943,6,3.400000095367432,1,3.400000095367432,1
310,1742,3995,16529,13943,5,3.400000095367432,1,3.400000095367432,1
311,1166,3080,18276,15834,4,3.400000095367432,1,3.400000095367432,1
312,1768,7004,42568,13943,6,3.400000095367432,1,3.400000095367432,1
313,1841,4409,73246,15834,4,3.400000095367432,1,3.400000095367432,1
314,1750,6385,98239,15834,5,3.400000095367432,1,3.400000095367432,1
315,1599,324,95552,28406,7,3.4600000381469727,1,3.4600000381469727,1
316,1294,8883,49675,28406,3,3.4600000381469727,1,3.4600000381469727,1
317,440,8721,84658,28406,5,3.4600000381469727,1,3.4600000381469727,1
318,1781,7506,23159,28715,8,3.4800000190734863,1,3.4800000190734863,1
319,1591,7461,38068,28715,6,3.4800000190734863,1,3.4800000190734863,1
320,1337,3197,25741,28715,2,3.4800000190734863,1,3.4800000190734863,1
321,1151,8951,25901,28679,1,3.5,1,3.5,1
322,1426,3916,33473,28668,8,3.5,1,3.5,1
323,765,3973,37768,15784,10,3.5,1,3.5,1
324,1802,4196,9162,15784,10,3.5,1,3.5,1
325,1683,4809,18162,13696,2,3.5,1,3.5,1
326,1161,9074,34804,28668,2,3.5,1,3.5,1
327,1149,9074,34804,28679,9,3.5,1,3.5,1
328,1756,3,50264,14248,4,3.5,1,3.5,1
329,1715,6765,54056,28668,9,3.5,1,3.5,1
330,1819,7779,62517,28668,5,3.5,1,3.5,1
331,1831,7851,67374,13696,3,3.5,1,3.5,1
332,1583,1969,3039,13696,6,3.5,1,3.5,1
333,1797,4067,16324,15917,2,3.5,1,3.5,1
334,1822,1971,32570,15784,4,3.5,1,3.5,1
335,1758,6723,42685,15917,6,3.5,1,3.5,1
336,1201,5986,59716,15917,5,3.5,1,3.5,1
337,1342,4387,71154,28679,3,3.5,1,3.5,1
338,1390,4003,85656,15784,8,3.5,1,3.5,1
339,902,3545,86299,14248,9,3.5,1,3.5,1
340,1227,3419,97160,15784,5,3.5,1,3.5,1
341,656,5906,26017,28668,10,3.5,1,3.5,1
342,1750,274,34965,15917,9,3.5,1,3.5,1
343,1841,741,9121,15419,1,3.5,1,3.5,1
344,1092,7832,20954,14248,9,3.5,1,3.5,1
345,1782,324,22952,14248,5,3.5,1,3.5,1
346,1654,8031,24867,13696,2,3.5,1,3.5,1
347,892,109,26627,15917,3,3.5,1,3.5,1
348,1468,7661,39091,15784,5,3.5,1,3.5,1
349,1443,7628,41008,15419,2,3.5,1,3.5,1
350,1697,5664,53259,15917,2,3.5,1,3.5,1
351,1436,2240,71408,28679,9,3.5,1,3.5,1
352,1148,3528,80045,15917,3,3.5,1,3.5,1
